inspect_model_name,epoch_model_name,epoch_model_publication_date,epoch_organization,epoch_parameters,epoch_training_compute_flop,benchmark,benchmark_publication_date,task_args,prompt_schema,total_samples,accuracy,stderr,baselines,total_tokens,input_tokens,output_tokens,est_cost,cost_source_date,run_id,eval_start_time,eval_end_time,results_generated_time,filename,cot_scoring
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4848484848484848,0.0883477559825045,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215310,215079,231,0.65,2025-02-28,HGuBiFBGCr822osDiREAZp,2025-02-24T13:48:32-08:00,2025-02-24T13:48:32-08:00,2025-03-12T17:45:45,2025-02-24T13-48-23-08-00_lab-bench_7HA6r3TUKagUwwmrDw8jKZ.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.1818181818181818,0.0681818181818181,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209412,209217,195,0.63,2024-09-03,Ayj3n53KthKirqte2tG4gR,2024-11-07T20:04:54-05:00,2024-11-07T20:04:54-05:00,2025-03-12T17:45:45,2024-11-07T20-04-44-05-00_lab-bench_6dM9WYadjuuia3vX3PWS5e.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.2727272727272727,0.0787295821622217,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209524,209217,307,0.63,2024-09-03,ZaLKG6bpMQ3qxgdppsCRUb,2024-11-07T20:08:26-05:00,2024-11-07T20:08:26-05:00,2025-03-12T17:45:45,2024-11-07T20-07-28-05-00_lab-bench_gBEjV5Fr5dkjFbULbgfqMy.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.303030303030303,0.0812409492027546,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209730,209217,513,0.63,2024-09-03,k2QeDp3fHsdirrnRpdaNqu,2024-11-07T20:12:45-05:00,2024-11-07T20:12:45-05:00,2025-03-12T17:45:45,2024-11-07T20-12-32-05-00_lab-bench_kaeGWCc8NoKiUs2WLheJpv.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.303030303030303,0.0812409492027546,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209504,209217,287,0.63,2024-09-03,PkMYyvD6FZhgnte49Yz8hZ,2024-11-07T20:08:45-05:00,2024-11-07T20:08:45-05:00,2025-03-12T17:45:45,2024-11-07T20-08-27-05-00_lab-bench_TwErX4ZwAEDhCW6vY5Krxa.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.3636363636363636,0.0850376678812259,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209605,209217,388,0.63,2024-09-03,aXfonLTGZExwNjyMAg5fwg,2024-11-07T20:07:27-05:00,2024-11-07T20:07:27-05:00,2025-03-12T17:45:45,2024-11-07T20-07-15-05-00_lab-bench_CY4EFTHdLamLLD5aVQYpAM.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.3636363636363636,0.0850376678812259,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209417,209217,200,0.63,2024-09-03,6wN4gHyW6LkR2KUp3Uj6Gh,2025-01-27T14:00:27-05:00,2025-01-27T14:00:27-05:00,2025-03-12T17:45:45,2025-01-27T14-00-18-05-00_lab-bench_fq6xM428xbC6jJasQdtJH7.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.303030303030303,0.0812409492027546,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209557,209217,340,0.63,2024-09-03,HQPWiNKDvFreTsftMPf3Ca,2024-11-07T20:10:02-05:00,2024-11-07T20:10:02-05:00,2025-03-12T17:45:45,2024-11-07T20-09-21-05-00_lab-bench_aJXS2RfqjnnWPPPtXtr8PU.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.303030303030303,0.0812409492027546,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209625,209217,408,0.63,2024-09-03,MHgUJB6ERU5VMn3xk4vufx,2024-09-20T12:31:20-04:00,2024-09-20T12:31:20-04:00,2025-03-12T17:45:45,2024-09-20T12-31-09-04-00_benchmarks-lab-bench_FXFp93mC5GzZVi94YYLras.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.2121212121212121,0.0722681213194655,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209455,209217,238,0.63,2024-09-03,DfVS6gjsgbMDKMswXJ4pAC,2025-01-23T11:32:05-05:00,2025-01-23T11:32:05-05:00,2025-03-12T17:45:45,2025-01-23T11-31-55-05-00_lab-bench_U2QtZmmLxqTsdu5gko8rCK.json,False
mistral/mistral-large-2407,Mistral Large 2,2024-07-24,Mistral AI,123000000000.0,2.13e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.2727272727272727,0.0787295821622217,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",209690,209217,473,0.63,2024-09-03,PKgSFYwSJ7KMSdC6jtJi8S,2024-11-07T20:09:20-05:00,2024-11-07T20:09:20-05:00,2025-03-12T17:45:45,2024-11-07T20-08-46-05-00_lab-bench_dxeHhcnvWpSArjDymyvsQQ.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4848484848484848,0.0883477559825045,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215386,215079,307,0.65,2025-02-28,XLzNmdD3UJuxXsVAvrPVaW,2024-11-07T19:51:29-05:00,2024-11-07T19:51:29-05:00,2025-03-12T17:45:45,2024-11-07T19-51-01-05-00_lab-bench_Wfdj4W3teLxndBQSNSi9Zz.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4848484848484848,0.0883477559825045,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215416,215079,337,0.65,2025-02-28,BwdZL8hBn4k3X5JeEY6jWJ,2024-11-07T19:48:49-05:00,2024-11-07T19:48:49-05:00,2025-03-12T17:45:45,2024-11-07T19-48-18-05-00_lab-bench_dcrNgWorXcay3fKKQ4vhKv.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.5151515151515151,0.0883477559825045,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215373,215079,294,0.65,2025-02-28,4fZUEJz8KYJQSBbku7xxja,2024-11-07T19:49:17-05:00,2024-11-07T19:49:17-05:00,2025-03-12T17:45:45,2024-11-07T19-48-50-05-00_lab-bench_Zgmqpx3bHXuTM9ukFmPbvP.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.3939393939393939,0.086376926143874,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215310,215079,231,0.65,2025-02-28,hkqEXitgPCPHDNXf5dvyYN,2025-01-27T13:57:55-05:00,2025-01-27T13:57:55-05:00,2025-03-12T17:45:45,2025-01-27T13-57-48-05-00_lab-bench_Mpe45BFpyLbVxkRV5w9AHY.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.5151515151515151,0.0883477559825045,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215387,215079,308,0.65,2025-02-28,BYwdwJC6VTuKc4UnGsvXDh,2024-11-07T19:50:00-05:00,2024-11-07T19:50:00-05:00,2025-03-12T17:45:45,2024-11-07T19-49-18-05-00_lab-bench_VriDGuVPXGarHApn9wxTDL.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4545454545454545,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215384,215079,305,0.65,2025-02-28,eDkUUGeFsgap7vrsURK3mY,2024-11-07T19:50:28-05:00,2024-11-07T19:50:28-05:00,2025-03-12T17:45:45,2024-11-07T19-50-01-05-00_lab-bench_P4XXU3zGqUweYRQEnJWcNW.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.5454545454545454,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215377,215079,298,0.65,2025-02-28,BviJ2E2UiaJnrYCD5UWUFf,2024-11-07T19:48:17-05:00,2024-11-07T19:48:17-05:00,2025-03-12T17:45:45,2024-11-07T19-47-51-05-00_lab-bench_6pHwD746WvXBixLXveeqB7.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.5454545454545454,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215362,215079,283,0.65,2025-02-28,E3iDyHCEuNtWoysytNMexc,2024-11-07T19:52:32-05:00,2024-11-07T19:52:32-05:00,2025-03-12T17:45:45,2024-11-07T19-52-02-05-00_lab-bench_FyU8qu6Dj4iomJngAnY5Ty.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.6060606060606061,0.086376926143874,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215392,215079,313,0.65,2025-02-28,NpkwK4JetxcmgaHCQZwbm3,2024-11-07T19:51:00-05:00,2024-11-07T19:51:00-05:00,2025-03-12T17:45:45,2024-11-07T19-50-29-05-00_lab-bench_nLexLkFRmLGMnLEQAptEpH.json,False
anthropic/claude-3-5-sonnet-20241022,Claude 3.5 Sonnet,2024-06-20,Anthropic,,3.650001e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.3939393939393939,0.0863769261438741,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",215401,215079,322,0.65,2025-02-28,BPJtaYWnNzxPu6oqZUh9Vu,2024-11-07T19:52:01-05:00,2024-11-07T19:52:01-05:00,2025-03-12T17:45:45,2024-11-07T19-51-30-05-00_lab-bench_aw68NVnG7Qt4L5B7X6y6Aj.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.5757575757575758,0.0873678984444757,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",270752,216003,54749,1.47,2025-02-28,46ujayZu5DMXMajAxGLjhz,2025-03-11T16:32:36-04:00,2025-03-11T16:32:36-04:00,2025-03-12T17:45:46,2025-03-11T16-30-40-04-00_lab-bench_fbLkX683EXiMW7subtnx9U.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.5454545454545454,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",281094,216003,65091,1.62,2025-02-28,89xFg4RWVD2YrVPTp25cum,2025-03-11T16:27:48-04:00,2025-03-11T16:27:48-04:00,2025-03-12T17:45:46,2025-03-11T16-25-27-04-00_lab-bench_4R69mPoeAuETcQXyDQfnrT.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.5454545454545454,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",269270,216003,53267,1.45,2025-02-28,R6gvzUR6Awnm6UVkvcmwWA,2025-03-11T16:24:37-04:00,2025-03-11T16:24:37-04:00,2025-03-12T17:45:46,2025-03-11T16-22-38-04-00_lab-bench_TK5nrJ8e4t96mtrDfaS3UT.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.6666666666666666,0.0833333333333333,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",277497,216003,61494,1.57,2025-02-28,HbTdV8BqxYqujufJfykdiX,2025-03-11T16:22:37-04:00,2025-03-11T16:22:37-04:00,2025-03-12T17:45:46,2025-03-11T16-20-14-04-00_lab-bench_BpaHeTmniJwy9yiRvDY7NL.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.4848484848484848,0.0883477559825045,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",279645,216003,63642,1.6,2025-02-28,CnAFQNFtEAg555J3w7vaME,2025-03-11T16:30:39-04:00,2025-03-11T16:30:39-04:00,2025-03-12T17:45:46,2025-03-11T16-27-48-04-00_lab-bench_m9HDUaNaK9LWfS6A6BmMMd.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.4545454545454545,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",274760,216003,58757,1.53,2025-02-28,LHKoaX67wWZ4DRwr7jGTn8,2025-03-11T16:13:12-04:00,2025-03-11T16:13:12-04:00,2025-03-12T17:45:46,2025-03-11T16-11-20-04-00_lab-bench_AUoor5QaNeLiSy73CKVxmo.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.6060606060606061,0.086376926143874,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",271242,216003,55239,1.48,2025-02-28,5VWGNrR6Czp2GkrYtM5xMk,2025-03-11T20:54:25-04:00,2025-03-11T20:54:25-04:00,2025-03-12T17:45:46,2025-03-11T20-52-27-04-00_lab-bench_cpbnjgeF8BKhRcqmxYjpyU.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.5151515151515151,0.0883477559825045,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",277032,216003,61029,1.56,2025-02-28,GcycKz4wG6JxYNFWTQGQBv,2025-03-11T16:17:23-04:00,2025-03-11T16:17:23-04:00,2025-03-12T17:45:46,2025-03-11T16-15-18-04-00_lab-bench_mhWfvBcAEc3DUh4BW3X6Uu.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.6060606060606061,0.086376926143874,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",278365,216003,62362,1.58,2025-02-28,C3dPPvhPw37Q7EZQfcqaCJ,2025-03-11T16:15:18-04:00,2025-03-11T16:15:18-04:00,2025-03-12T17:45:46,2025-03-11T16-13-13-04-00_lab-bench_aASuwbugVJSqEjtGD7omr4.json,False
anthropic/claude-3-7-sonnet-20250219,Claude 3.7 Sonnet,2025-02-24,Anthropic,,3.35e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train', 'reasoning_tokens': 4000}",zero_shot,33,0.5454545454545454,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",278112,216003,62109,1.58,2025-02-28,5WoUpnyAcRWjuqjJRXQMY7,2025-03-11T16:20:14-04:00,2025-03-11T16:20:14-04:00,2025-03-12T17:45:46,2025-03-11T16-17-23-04-00_lab-bench_e7cMpNc8F2TExoW587sJow.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4545454545454545,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",304435,197418,107017,9.38,2025-02-28,cAzntotnsKohSHvcCMkWBz,2025-02-04T14:44:06-05:00,2025-02-04T14:44:06-05:00,2025-03-12T17:45:46,2025-02-04T14-41-55-05-00_lab-bench_YLoQnVaGNheUTNNPRsuZjd.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4242424242424242,0.0873678984444757,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",313447,197420,116027,9.92,2025-02-28,TE2cgs6xP9nRVAcNZPYMXq,2025-02-04T14:10:20-05:00,2025-02-04T14:10:20-05:00,2025-03-12T17:45:46,2025-02-04T14-07-37-05-00_lab-bench_dGoVSk9VBz6aEx2qGdAs6s.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4545454545454545,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",298700,197419,101281,9.04,2025-02-28,jxFigHc7nM5jyTphzfuPYB,2025-02-04T14:04:49-05:00,2025-02-04T14:04:49-05:00,2025-03-12T17:45:46,2025-02-04T14-02-31-05-00_lab-bench_nkuGTCQGejLrUM2Nd2kUYs.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4545454545454545,0.0880223487774412,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",305341,197419,107922,9.44,2025-02-28,FNNA8hSbZVQYz6sQ5Vgzz9,2025-02-04T14:07:36-05:00,2025-02-04T14:07:36-05:00,2025-03-12T17:45:46,2025-02-04T14-04-50-05-00_lab-bench_69cTvimtV6T3uc96ZQstdd.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.303030303030303,0.0812409492027546,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",301343,197419,103924,9.2,2025-02-28,nfoMNsZmVU8paxXYanS6RW,2025-02-04T14:54:14-05:00,2025-02-04T14:54:14-05:00,2025-03-12T17:45:46,2025-02-04T14-49-30-05-00_lab-bench_HkoEVfF8h62j9LWCe6yfzD.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.3939393939393939,0.086376926143874,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",297029,197419,99610,8.94,2025-02-28,CbgsCxRNRsynkdQQpM6M7e,2025-02-04T14:46:24-05:00,2025-02-04T14:46:24-05:00,2025-03-12T17:45:46,2025-02-04T14-44-06-05-00_lab-bench_QUU9zcaXuMutpXxedunstZ.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.3939393939393939,0.0863769261438741,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",306226,197419,108807,9.49,2025-02-28,6gGAyztHMcFHcVLp3JgtYY,2025-02-04T14:14:02-05:00,2025-02-04T14:14:02-05:00,2025-03-12T17:45:46,2025-02-04T14-10-21-05-00_lab-bench_4MLaBe2Upp8mVBtoEVeQBr.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.3939393939393939,0.086376926143874,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",306427,197420,109007,9.5,2025-02-28,DHkAFcnvQxNsPgJKm3gp5G,2025-02-02T12:34:04-05:00,2025-02-02T12:34:04-05:00,2025-03-12T17:45:46,2025-02-02T12-31-39-05-00_lab-bench_GkvmeAPxg2rqXFr7Cokc9b.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4242424242424242,0.0873678984444757,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",310274,197419,112855,9.73,2025-02-28,dXAVQmjfNtiHxf7h8Ehqis,2025-02-04T14:49:29-05:00,2025-02-04T14:49:29-05:00,2025-03-12T17:45:46,2025-02-04T14-46-25-05-00_lab-bench_ikPnpVKaUtEKiew5JCjUJU.json,False
openai/o1-2024-12-17,o1,2024-12-05,OpenAI,,,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.4242424242424242,0.0873678984444757,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",307579,197419,110160,9.57,2025-02-28,gMzmfzwEjRACQf3wT3e3h9,2025-02-04T14:41:36-05:00,2025-02-04T14:41:36-05:00,2025-03-12T17:45:46,2025-02-04T14-14-03-05-00_lab-bench_kMfdXnW4mcEpihD8CaQKn7.json,False
openai/gpt-4,GPT-4,2023-03-15,OpenAI,,2.1e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.2121212121212121,0.0722681213194655,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",135717,135523,194,4.08,2025-02-28,dy9355RzgJdsZmNj2dfbGk,2024-11-07T19:39:25-05:00,2024-11-07T19:39:25-05:00,2025-03-12T17:45:46,2024-11-07T19-39-06-05-00_lab-bench_gEaoRF63b3Vb8SHinoBSn5.json,False
openai/gpt-4,GPT-4,2023-03-15,OpenAI,,2.1e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.1515151515151515,0.0633833353434905,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",135729,135523,206,4.08,2025-02-28,3KwKwLYavDcqugHfQzY2Ae,2024-11-07T19:39:05-05:00,2024-11-07T19:39:05-05:00,2025-03-12T17:45:46,2024-11-07T19-39-01-05-00_lab-bench_MqcFkoKWrTbimeniAPKmMP.json,False
openai/gpt-4,GPT-4,2023-03-15,OpenAI,,2.1e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.303030303030303,0.0812409492027546,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",135747,135523,224,4.08,2025-02-28,iUwHjba6hjqx6S8cvPBjGg,2024-11-07T19:39:50-05:00,2024-11-07T19:39:50-05:00,2025-03-12T17:45:46,2024-11-07T19-39-26-05-00_lab-bench_XJsQQ5BukW8F5iaqdX3gjM.json,False
openai/gpt-4,GPT-4,2023-03-15,OpenAI,,2.1e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.303030303030303,0.0812409492027546,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",135736,135524,212,4.08,2025-02-28,9z2eca59WXAgcvq4k42a5H,2024-11-07T19:41:25-05:00,2024-11-07T19:41:25-05:00,2025-03-12T17:45:46,2024-11-07T19-41-07-05-00_lab-bench_2wt9452RLmjs4YeDXi9HsN.json,False
openai/gpt-4,GPT-4,2023-03-15,OpenAI,,2.1e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.2727272727272727,0.0787295821622217,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",135727,135524,203,4.08,2025-02-28,RmoeSSRLBMmm9UKMdaiJwz,2024-09-20T12:27:48-04:00,2024-09-20T12:27:48-04:00,2025-03-12T17:45:47,2024-09-20T12-26-06-04-00_benchmarks-lab-bench_9JP5tryPTicS4T4Y5CSsB9.json,False
openai/gpt-4,GPT-4,2023-03-15,OpenAI,,2.1e+25,lab-bench-cloningscenarios,2024-07-14,"{'subset': 'CloningScenarios', 'split': 'train'}",zero_shot,33,0.2121212121212121,0.0722681213194655,"{'expert': 0.6, 'non_expert': None, 'random': 0.226}",135781,135523,258,4.08,2025-02-28,3R8zXXLCQBVaxvgoiKdSki,2024-11-07T19:41:06-05:00,2024-11-07T19:41:06-05:00,2025-03-12T17:45:47,2024-11-07T19-40-42-05-00_lab-bench_SeAV9RcxgkehtYezfZzLb7.json,False
